FID,meetwaarde_identificatie,monprog_naam,meetpunt_identificatie,geometriepunt_x,geometriepunt_y,monster_identificatie,compartiment_code,bemonsteringsmethode_code,veldapparaat_code,monsternemingsdatum,monsternemingstijd,monster_tijdutcoffset,referentiehorizontaal_code,grootheid_code,parameter_groep,parameter_omschrijving,eenheid_code,hoedanigheid_code,waardebewerkingsmethode_code,waardebepalingsmethode_code,begindatum,begintijd,meetwaarde_tijdutcoffset,resultaatdatum,resultaatutcoffset,limietsymbool,numeriekewaarde,alfanumeriekewaarde,kwaliteitsoordeel_code,the_geom
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2488,RWS1993_VOORDTA5_05_2276,RWS-boxcore historie,VOORDELTA,3.917852,51.921419,RWS1993_VOORDTA5_05,BS,"Essink, 1991",Box-corer,03-05-93,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",03-05-93,,NaN,03-05-93,NaN,,14.6,,0,POINT (3.917852000000001 51.92141903929253)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_254d,RWS1994_BREEVTN26_01_11,RWS-boxcore historie,OESTERGR_OV,2.998616,53.499237,RWS1994_BREEVTN26_01,BS,"Essink, 1991",Box-corer,02-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",02-06-94,,NaN,02-06-94,NaN,,117,,0,POINT (2.9986159999999997 53.49923703757742)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2561,RWS1994_BREEVTN26_02_30,RWS-boxcore historie,OESTERGR_OV,2.998616,53.499237,RWS1994_BREEVTN26_02,BS,"Essink, 1991",Box-corer,02-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice,n/m2,NVT,,"Essink, 1991",02-06-94,,NaN,02-06-94,NaN,,58.5,,0,POINT (2.9986159999999997 53.49923703757742)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_257f,RWS1994_BREEVTN26_03_60,RWS-boxcore historie,OESTERGR_OV,2.998616,53.499237,RWS1994_BREEVTN26_03,BS,"Essink, 1991",Box-corer,02-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice,n/m2,NVT,,"Essink, 1991",02-06-94,,NaN,02-06-94,NaN,,102.4,,0,POINT (2.9986159999999997 53.49923703757742)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_259c,RWS1994_BREEVTN26_04_90,RWS-boxcore historie,OESTERGR_OV,2.998616,53.499237,RWS1994_BREEVTN26_04,BS,"Essink, 1991",Box-corer,02-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",02-06-94,,NaN,02-06-94,NaN,,87.8,,0,POINT (2.9986159999999997 53.49923703757742)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_25bd,RWS1994_BREEVTN26_05_123,RWS-boxcore historie,OESTERGR_OV,2.998616,53.499237,RWS1994_BREEVTN26_05,BS,"Essink, 1991",Box-corer,02-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",02-06-94,,NaN,02-06-94,NaN,,73.2,,0,POINT (2.9986159999999997 53.49923703757742)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_25e7,RWS1994_BREEVTN27_02_165,RWS-boxcore historie,OFFSHORE_OV,3.915598,52.997286,RWS1994_BREEVTN27_02,BS,"Essink, 1991",Box-corer,02-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",02-06-94,,NaN,02-06-94,NaN,,29.3,,0,POINT (3.9155979999999997 52.99728603815464)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_25f8,RWS1994_BREEVTN27_03_182,RWS-boxcore historie,OFFSHORE_OV,3.915598,52.997286,RWS1994_BREEVTN27_03,BS,"Essink, 1991",Box-corer,02-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",02-06-94,,NaN,02-06-94,NaN,,14.6,,0,POINT (3.9155979999999997 52.99728603815464)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_260e,RWS1994_BREEVTN27_04_205,RWS-boxcore historie,OFFSHORE_OV,3.915598,52.997286,RWS1994_BREEVTN27_04,BS,"Essink, 1991",Box-corer,02-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",02-06-94,,NaN,02-06-94,NaN,,409.7,,0,POINT (3.9155979999999997 52.99728603815464)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2622,RWS1994_BREEVTN27_05_225,RWS-boxcore historie,OFFSHORE_OV,3.915598,52.997286,RWS1994_BREEVTN27_05,BS,"Essink, 1991",Box-corer,02-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",02-06-94,,NaN,02-06-94,NaN,,14.6,,0,POINT (3.9155979999999997 52.99728603815464)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_263c,RWS1994_DOGGBK08_01_251,RWS-boxcore historie,DOGGBANK_OV,2.998566,54.999287,RWS1994_DOGGBK08_01,BS,"Essink, 1991",Box-corer,01-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",01-06-94,,NaN,01-06-94,NaN,,146.3,,0,POINT (2.9985660000000003 54.99928703569148)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2663,RWS1994_DOGGBK08_02_290,RWS-boxcore historie,DOGGBANK_OV,2.998566,54.999287,RWS1994_DOGGBK08_02,BS,"Essink, 1991",Box-corer,01-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",01-06-94,,NaN,01-06-94,NaN,,131.7,,0,POINT (2.9985660000000003 54.99928703569148)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_268a,RWS1994_DOGGBK08_03_330,RWS-boxcore historie,DOGGBANK_OV,2.998566,54.999287,RWS1994_DOGGBK08_03,BS,"Essink, 1991",Box-corer,01-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",01-06-94,,NaN,01-06-94,NaN,,307.2,,0,POINT (2.9985660000000003 54.99928703569148)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_26b2,RWS1994_DOGGBK08_04_371,RWS-boxcore historie,DOGGBANK_OV,2.998566,54.999287,RWS1994_DOGGBK08_04,BS,"Essink, 1991",Box-corer,01-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",01-06-94,,NaN,01-06-94,NaN,,263.4,,0,POINT (2.9985660000000003 54.99928703569148)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_26df,RWS1994_DOGGBK08_05_417,RWS-boxcore historie,DOGGBANK_OV,2.998566,54.999287,RWS1994_DOGGBK08_05,BS,"Essink, 1991",Box-corer,01-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",01-06-94,,NaN,01-06-94,NaN,,219.5,,0,POINT (2.9985660000000003 54.99928703569148)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2733,RWS1994_FRIESFT17_03_502,RWS-boxcore historie,FRIESEFR,4.498647,53.700649,RWS1994_FRIESFT17_03,BS,"Essink, 1991",Box-corer,01-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice,n/m2,NVT,,"Essink, 1991",01-06-94,,NaN,01-06-94,NaN,,29.3,,0,POINT (4.498646999999999 53.700649037337904)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_276f,RWS1994_FRIESFT17_05_563,RWS-boxcore historie,FRIESEFR,4.498647,53.700649,RWS1994_FRIESFT17_05,BS,"Essink, 1991",Box-corer,01-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",01-06-94,,NaN,01-06-94,NaN,,190.2,,0,POINT (4.498646999999999 53.700649037337904)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2787,RWS1994_HOLLSKT04_01_587,RWS-boxcore historie,KUSTZONE_OV,4.498954,52.749507,RWS1994_HOLLSKT04_01,BS,"Essink, 1991",Box-corer,02-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",02-06-94,,NaN,02-06-94,NaN,,102.4,,0,POINT (4.4989539999999995 52.74950703842895)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_279c,RWS1994_HOLLSKT04_02_608,RWS-boxcore historie,KUSTZONE_OV,4.498954,52.749507,RWS1994_HOLLSKT04_02,BS,"Essink, 1991",Box-corer,02-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",02-06-94,,NaN,02-06-94,NaN,,190.2,,0,POINT (4.4989539999999995 52.74950703842895)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_27b3,RWS1994_HOLLSKT04_03_631,RWS-boxcore historie,KUSTZONE_OV,4.498954,52.749507,RWS1994_HOLLSKT04_03,BS,"Essink, 1991",Box-corer,02-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",02-06-94,,NaN,02-06-94,NaN,,73.2,,0,POINT (4.4989539999999995 52.74950703842895)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_27c7,RWS1994_HOLLSKT04_04_651,RWS-boxcore historie,KUSTZONE_OV,4.498954,52.749507,RWS1994_HOLLSKT04_04,BS,"Essink, 1991",Box-corer,02-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",02-06-94,,NaN,02-06-94,NaN,,307.2,,0,POINT (4.4989539999999995 52.74950703842895)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_27e0,RWS1994_HOLLSKT04_05_676,RWS-boxcore historie,KUSTZONE_OV,4.498954,52.749507,RWS1994_HOLLSKT04_05,BS,"Essink, 1991",Box-corer,02-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",02-06-94,,NaN,02-06-94,NaN,,175.6,,0,POINT (4.4989539999999995 52.74950703842895)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_27f0,RWS1994_NOORDWK10_01_692,RWS-boxcore historie,KUSTZONE_OV,4.301184,52.301435,RWS1994_NOORDWK10_01,BS,"Essink, 1991",Box-corer,31-05-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",31-05-94,,NaN,31-05-94,NaN,,190.2,,0,POINT (4.301184 52.30143503890655)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2801,RWS1994_NOORDWK10_02_709,RWS-boxcore historie,KUSTZONE_OV,4.301184,52.301435,RWS1994_NOORDWK10_02,BS,"Essink, 1991",Box-corer,31-05-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",31-05-94,,NaN,31-05-94,NaN,,117,,0,POINT (4.301184 52.30143503890655)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2811,RWS1994_NOORDWK10_03_725,RWS-boxcore historie,KUSTZONE_OV,4.301184,52.301435,RWS1994_NOORDWK10_03,BS,"Essink, 1991",Box-corer,31-05-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",31-05-94,,NaN,31-05-94,NaN,,278,,0,POINT (4.301184 52.30143503890655)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2826,RWS1994_NOORDWK10_04_746,RWS-boxcore historie,KUSTZONE_OV,4.301184,52.301435,RWS1994_NOORDWK10_04,BS,"Essink, 1991",Box-corer,31-05-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",31-05-94,,NaN,31-05-94,NaN,,541.3,,0,POINT (4.301184 52.30143503890655)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2836,RWS1994_NOORDWK10_05_762,RWS-boxcore historie,KUSTZONE_OV,4.301184,52.301435,RWS1994_NOORDWK10_05,BS,"Essink, 1991",Box-corer,31-05-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",31-05-94,,NaN,31-05-94,NaN,,263.4,,0,POINT (4.301184 52.30143503890655)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_284b,RWS1994_NOORDWK2_01_783,RWS-boxcore historie,KUSTZONE_OV,4.404799,52.260601,RWS1994_NOORDWK2_01,BS,"Essink, 1991",Box-corer,31-05-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",31-05-94,,NaN,31-05-94,NaN,,7915.1,,0,POINT (4.404799 52.260601038948884)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_286a,RWS1994_NOORDWK2_02_814,RWS-boxcore historie,KUSTZONE_OV,4.404799,52.260601,RWS1994_NOORDWK2_02,BS,"Essink, 1991",Box-corer,31-05-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",31-05-94,,NaN,31-05-94,NaN,,9436.7,,0,POINT (4.404799 52.260601038948884)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2884,RWS1994_NOORDWK2_03_840,RWS-boxcore historie,KUSTZONE_OV,4.404799,52.260601,RWS1994_NOORDWK2_03,BS,"Essink, 1991",Box-corer,31-05-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",31-05-94,,NaN,31-05-94,NaN,,2297,,0,POINT (4.404799 52.260601038948884)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_289f,RWS1994_NOORDWK2_04_867,RWS-boxcore historie,KUSTZONE_OV,4.404799,52.260601,RWS1994_NOORDWK2_04,BS,"Essink, 1991",Box-corer,31-05-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",31-05-94,,NaN,31-05-94,NaN,,3877.1,,0,POINT (4.404799 52.260601038948884)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_28bb,RWS1994_NOORDWK2_05_895,RWS-boxcore historie,KUSTZONE_OV,4.404799,52.260601,RWS1994_NOORDWK2_05,BS,"Essink, 1991",Box-corer,31-05-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",31-05-94,,NaN,31-05-94,NaN,,1389.9,,0,POINT (4.404799 52.260601038948884)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_28cb,RWS1994_NOORDWK30_01_911,RWS-boxcore historie,OFFSHORE_OV,4.046731,52.386713,RWS1994_NOORDWK30_01,BS,"Essink, 1991",Box-corer,31-05-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",31-05-94,,NaN,31-05-94,NaN,,29.3,,0,POINT (4.046730999999999 52.386713038817504)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_28dd,RWS1994_NOORDWK30_02_929,RWS-boxcore historie,OFFSHORE_OV,4.046731,52.386713,RWS1994_NOORDWK30_02,BS,"Essink, 1991",Box-corer,31-05-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",31-05-94,,NaN,31-05-94,NaN,,14.6,,0,POINT (4.046730999999999 52.386713038817504)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_28ff,RWS1994_NOORDWK30_04_963,RWS-boxcore historie,OFFSHORE_OV,4.046731,52.386713,RWS1994_NOORDWK30_04,BS,"Essink, 1991",Box-corer,31-05-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",31-05-94,,NaN,31-05-94,NaN,,29.3,,0,POINT (4.046730999999999 52.386713038817504)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2910,RWS1994_NOORDWK30_05_980,RWS-boxcore historie,OFFSHORE_OV,4.046731,52.386713,RWS1994_NOORDWK30_05,BS,"Essink, 1991",Box-corer,31-05-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",31-05-94,,NaN,31-05-94,NaN,,29.3,,0,POINT (4.046730999999999 52.386713038817504)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2947,RWS1994_NOORDWK50_05_1035,RWS-boxcore historie,OFFSHORE_OV,3.785333,52.480046,RWS1994_NOORDWK50_05,BS,"Essink, 1991",Box-corer,31-05-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice,n/m2,NVT,,"Essink, 1991",31-05-94,,NaN,31-05-94,NaN,,14.6,,0,POINT (3.785333000000001 52.48004603871905)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2955,RWS1994_NOORDWK70_01_1049,RWS-boxcore historie,BRUINEBANK,3.530046,52.585324,RWS1994_NOORDWK70_01,BS,"Essink, 1991",Box-corer,31-05-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",31-05-94,,NaN,31-05-94,NaN,,14.6,,0,POINT (3.530046000000001 52.585324038606736)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2973,RWS1994_NOORDWK70_03_1079,RWS-boxcore historie,BRUINEBANK,3.530046,52.585324,RWS1994_NOORDWK70_03,BS,"Essink, 1991",Box-corer,31-05-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",31-05-94,,NaN,31-05-94,NaN,,73.2,,0,POINT (3.530046000000001 52.585324038606736)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2986,RWS1994_NOORDWK70_04_1098,RWS-boxcore historie,BRUINEBANK,3.530046,52.585324,RWS1994_NOORDWK70_04,BS,"Essink, 1991",Box-corer,31-05-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",31-05-94,,NaN,31-05-94,NaN,,29.3,,0,POINT (3.530046000000001 52.585324038606736)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_299a,RWS1994_NOORDWK70_05_1118,RWS-boxcore historie,BRUINEBANK,3.530046,52.585324,RWS1994_NOORDWK70_05,BS,"Essink, 1991",Box-corer,31-05-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",31-05-94,,NaN,31-05-94,NaN,,29.3,,0,POINT (3.530046000000001 52.585324038606736)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2ab1,RWS1994_OESTGDN23_01_1397,RWS-boxcore historie,DOGGBANK,3.291912,54.860952,RWS1994_OESTGDN23_01,BS,"Essink, 1991",Box-corer,01-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",01-06-94,,NaN,01-06-94,NaN,,14.6,,0,POINT (3.2919120000000004 54.860952035874895)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2b1a,RWS1994_OESTGDN23_04_1503,RWS-boxcore historie,DOGGBANK,3.291912,54.860952,RWS1994_OESTGDN23_04,BS,"Essink, 1991",Box-corer,01-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",01-06-94,,NaN,01-06-94,NaN,,14.6,,0,POINT (3.2919120000000004 54.860952035874895)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2b80,RWS1994_ROTTMPT3_05_1605,RWS-boxcore historie,NZKUSTZONE,6.562871,53.565389,RWS1994_ROTTMPT3_05,BS,"Essink, 1991",Box-corer,14-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",14-06-94,,NaN,14-06-94,NaN,,14.6,,0,POINT (6.562871 53.56538903749925)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2b96,RWS1994_ROTTMPT50_01_1627,RWS-boxcore historie,OFFSHORE_OV,6.308686,53.953177,RWS1994_ROTTMPT50_01,BS,"Essink, 1991",Box-corer,14-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",14-06-94,,NaN,14-06-94,NaN,,804.7,,0,POINT (6.308686 53.95317703703138)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2bb8,RWS1994_ROTTMPT50_02_1661,RWS-boxcore historie,OFFSHORE_OV,6.308686,53.953177,RWS1994_ROTTMPT50_02,BS,"Essink, 1991",Box-corer,14-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",14-06-94,,NaN,14-06-94,NaN,,892.5,,0,POINT (6.308686 53.95317703703138)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2bd9,RWS1994_ROTTMPT50_03_1694,RWS-boxcore historie,OFFSHORE_OV,6.308686,53.953177,RWS1994_ROTTMPT50_03,BS,"Essink, 1991",Box-corer,14-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",14-06-94,,NaN,14-06-94,NaN,,790.1,,0,POINT (6.308686 53.95317703703138)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2bf9,RWS1994_ROTTMPT50_04_1726,RWS-boxcore historie,OFFSHORE_OV,6.308686,53.953177,RWS1994_ROTTMPT50_04,BS,"Essink, 1991",Box-corer,14-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",14-06-94,,NaN,14-06-94,NaN,,731.5,,0,POINT (6.308686 53.95317703703138)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2c1b,RWS1994_ROTTMPT50_05_1760,RWS-boxcore historie,OFFSHORE_OV,6.308686,53.953177,RWS1994_ROTTMPT50_05,BS,"Essink, 1991",Box-corer,14-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",14-06-94,,NaN,14-06-94,NaN,,1199.7,,0,POINT (6.308686 53.95317703703138)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2c36,RWS1994_ROTTMPT70_01_1787,RWS-boxcore historie,OESTERGR_OV,6.212845,54.117348,RWS1994_ROTTMPT70_01,BS,"Essink, 1991",Box-corer,14-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice,n/m2,NVT,,"Essink, 1991",14-06-94,,NaN,14-06-94,NaN,,102.4,,0,POINT (6.2128450000000015 54.1173480368285)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2c37,RWS1994_ROTTMPT70_01_1788,RWS-boxcore historie,OESTERGR_OV,6.212845,54.117348,RWS1994_ROTTMPT70_01,BS,"Essink, 1991",Box-corer,14-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",14-06-94,,NaN,14-06-94,NaN,,43.9,,0,POINT (6.2128450000000015 54.1173480368285)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2c52,RWS1994_ROTTMPT70_02_1815,RWS-boxcore historie,OESTERGR_OV,6.212845,54.117348,RWS1994_ROTTMPT70_02,BS,"Essink, 1991",Box-corer,14-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",14-06-94,,NaN,14-06-94,NaN,,497.4,,0,POINT (6.2128450000000015 54.1173480368285)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2c79,RWS1994_ROTTMPT70_03_1854,RWS-boxcore historie,OESTERGR_OV,6.212845,54.117348,RWS1994_ROTTMPT70_03,BS,"Essink, 1991",Box-corer,14-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice,n/m2,NVT,,"Essink, 1991",14-06-94,,NaN,14-06-94,NaN,,336.5,,0,POINT (6.2128450000000015 54.1173480368285)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2c7a,RWS1994_ROTTMPT70_03_1855,RWS-boxcore historie,OESTERGR_OV,6.212845,54.117348,RWS1994_ROTTMPT70_03,BS,"Essink, 1991",Box-corer,14-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",14-06-94,,NaN,14-06-94,NaN,,73.2,,0,POINT (6.2128450000000015 54.1173480368285)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2c98,RWS1994_ROTTMPT70_04_1886,RWS-boxcore historie,OESTERGR_OV,6.212845,54.117348,RWS1994_ROTTMPT70_04,BS,"Essink, 1991",Box-corer,14-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",14-06-94,,NaN,14-06-94,NaN,,526.7,,0,POINT (6.2128450000000015 54.1173480368285)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2cb6,RWS1994_ROTTMPT70_05_1916,RWS-boxcore historie,OESTERGR_OV,6.212845,54.117348,RWS1994_ROTTMPT70_05,BS,"Essink, 1991",Box-corer,14-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice,n/m2,NVT,,"Essink, 1991",14-06-94,,NaN,14-06-94,NaN,,131.7,,0,POINT (6.2128450000000015 54.1173480368285)
ihm_rwsbenthos_tijdelijk.fid--5dd5cefa_16df2d712dd_2cb7,RWS1994_ROTTMPT70_05_1917,RWS-boxcore historie,OESTERGR_OV,6.212845,54.117348,RWS1994_ROTTMPT70_05,BS,"Essink, 1991",Box-corer,14-06-94,,NaN,EPSG4258,AANTPOPVTE,Biotaxon,Lanice conchilega,n/m2,NVT,,"Essink, 1991",14-06-94,,NaN,14-06-94,NaN,,14.6,,0,POINT (6.2128450000000015 54.1173480368285)
